IPC,ÊýÁ¿
C30B17/00,662
C30B19/00,173
C30B21/00,15
C30B23/00,991
C30B25/00,742
C30B27/00,65
C30B28/00,80
C30B29/00,86
C30B3/00,6
C30B30/00,102
C30B31/00,104
C30B33/00,594
C30B35/00,2355
C30B5/00,135
C30B7/00,320
C30B9/00,167
C40B10/00,10
C40B20/00,28
C40B30/00,62
C40B40/00,16
C40B50/00,43
C40B60/00,26
C40B70/00,48
C40B80/00,30
C99Z99/00,3
D01B1/00,54
D01B3/00,45
D01B5/00,58
D01B7/00,922
D01B9/00,586
D01C1/00,1015
D01C3/00,504
D01C5/00,21
D01D1/00,962
D01D10/00,690
D01D11/00,913
D01D13/00,2369
D01D4/00,822
D01D5/00,7903
D01D7/00,1394
D01F1/00,128
D01F11/00,430
D01F13/00,132
D01F2/00,973
D01F4/00,503
D01F6/00,165
D01F8/00,200
D01F9/00,577
D01G1/00,303
D01G11/00,400
D01G13/00,915
D01G15/00,105
D01G17/00,71
D01G19/00,120
D01G21/00,601
D01G23/00,650
D01G25/00,542
D01G27/00,377
D01G29/00,107
D01G3/00,22
D01G31/00,565
D01G33/00,6
D01G35/00,82
D01G37/00,126
D01G5/00,324
D01G7/00,141
D01G9/00,771
D01G99/00,109
D01H1/00,376
D01H11/00,2551
D01H13/00,1582
D01H15/00,537
D01H17/00,55
D01H3/00,24
D01H4/00,132
D01H5/00,181
D01H7/00,195
D01H9/00,239
D02G1/00,677
D02G3/00,485
D02H1/00,517
D02H11/00,46
D02H13/00,1126
D02H3/00,1828
D02H5/00,84
D02H7/00,19
D02H9/00,200
D02J1/00,155
D02J11/00,48
D02J13/00,1654
D02J3/00,98
D02J7/00,605
D03C1/00,106
D03C11/00,38
D03C13/00,282
D03C15/00,69
D03C19/00,146
D03C3/00,123
D03C5/00,461
D03C7/00,93
D03C9/00,147
D03D1/00,2219
D03D11/00,1876
D03D13/00,11801
D03D15/00,20910
D03D17/00,77
D03D19/00,115
D03D21/00,1349
D03D23/00,297
D03D25/00,739
D03D27/00,523
D03D29/00,70
D03D3/00,258
D03D31/00,60
D03D33/00,16
D03D35/00,297
D03D37/00,1090
D03D39/00,59
D03D41/00,319
D03D43/00,15
D03D45/00,16
D03D47/00,214
D03D49/00,849
D03D5/00,128
D03D51/00,681
D03D7/00,180
D03D9/00,699
D03J1/00,2187
D03J3/00,30
D03J5/00,113
D04B1/00,1007
D04B11/00,14
D04B13/00,20
D04B15/00,2184
D04B17/00,4
D04B19/00,69
D04B21/00,2351
D04B23/00,96
D04B25/00,44
D04B27/00,1091
D04B3/00,52
D04B31/00,54
D04B33/00,282
D04B35/00,771
D04B37/00,136
D04B39/00,86
D04B5/00,3
D04B7/00,297
D04B9/00,268
D04C1/00,232
D04C3/00,971
D04C5/00,13
D04C7/00,142
D04D1/00,24
D04D11/00,9
D04D5/00,5
D04D7/00,32
D04D9/00,205
D04G1/00,104
D04G3/00,43
D04G5/00,126
D04H1/00,376
D04H11/00,103
D04H13/00,1350
D04H17/00,194
D04H18/00,379
D04H3/00,1744
D04H5/00,164
D05B1/00,281
D05B11/00,823
D05B13/00,239
D05B15/00,188
D05B17/00,50
D05B19/00,199
D05B21/00,662
D05B23/00,584
D05B25/00,352
D05B27/00,1123
D05B29/00,1256
D05B3/00,172
D05B31/00,37
D05B33/00,1460
D05B35/00,4386
D05B37/00,147
D05B39/00,602
D05B41/00,558
D05B43/00,414
D05B45/00,36
D05B47/00,299
D05B49/00,392
D05B5/00,36
D05B51/00,442
D05B53/00,314
D05B55/00,510
D05B57/00,279
D05B59/00,372
D05B61/00,53
D05B63/00,178
D05B65/00,1746
D05B67/00,80
D05B69/00,1670
D05B7/00,402
D05B71/00,1315
D05B73/00,304
D05B75/00,1932
D05B77/00,51
D05B79/00,429
D05B81/00,1380
D05B83/00,311
D05B85/00,147
D05B87/00,93
D05B89/00,25
D05B9/00,225
D05B91/00,83
D05B93/00,22
D05B95/00,9
D05B97/00,37
D05C1/00,105
D05C11/00,741
D05C13/00,2176
D05C15/00,48
D05C17/00,970
D05C3/00,38
D05C5/00,191
D05C7/00,511
D05C9/00,482
D06B1/00,1640
D06B11/00,402
D06B13/00,1074
D06B15/00,7228
D06B17/00,25
D06B19/00,871
D06B21/00,3125
D06B23/00,5246
D06B3/00,178
D06B5/00,78
D06B7/00,338
D06B9/00,518
D06C11/00,2661
D06C13/00,1284
D06C15/00,2710
D06C17/00,284
D06C19/00,638
D06C21/00,329
D06C23/00,340
D06C25/00,443
D06C27/00,1310
D06C29/00,438
D06C3/00,1323
D06C5/00,529
D06C7/00,2046
D06C9/00,602
D06F1/00,111
D06F11/00,16
D06F13/00,90
D06F15/00,703
D06F17/00,214
D06F18/00,154
D06F19/00,698
D06F21/00,529
D06F23/00,819
D06F25/00,2459
D06F27/00,64
D06F29/00,686
D06F3/00,16
D06F31/00,575
D06F33/00,912
D06F35/00,2688
D06F37/00,1457
D06F39/00,8009
D06F41/00,69
D06F43/00,322
D06F45/00,30
D06F47/00,142
D06F49/00,654
D06F5/00,123
D06F51/00,64
D06F53/00,190
D06F55/00,211
D06F57/00,3238
D06F58/00,2796
D06F59/00,70
D06F60/00,48
D06F61/00,15
D06F63/00,73
D06F65/00,14
D06F67/00,165
D06F69/00,267
D06F7/00,239
D06F71/00,176
D06F73/00,2942
D06F75/00,314
D06F77/00,71
D06F79/00,598
D06F81/00,630
D06F83/00,69
D06F85/00,9
D06F87/00,130
D06F89/00,167
D06F9/00,448
D06F93/00,79
D06F95/00,573
D06G1/00,4865
D06G3/00,41
D06G5/00,3
D06H1/00,237
D06H3/00,845
D06H5/00,433
D06H7/00,9538
D06J1/00,199
D06L1/00,387
D06L3/00,293
D06M10/00,1272
D06M101/00,142
D06M11/00,1183
D06M13/00,3092
D06M14/00,61
D06M15/00,1763
D06M16/00,3903
D06M17/00,789
D06M19/00,367
D06M23/00,810
D06N1/00,39
D06N3/00,7483
D06N5/00,211
D06N7/00,1340
D06P1/00,2704
D06P3/00,257
D06P5/00,883
D06P7/00,201
D06Q1/00,1135
D07B1/00,469
D07B3/00,754
D07B5/00,392
D07B7/00,69
D07B9/00,311
D21B1/00,153
D21C1/00,274
D21C11/00,800
D21C3/00,637
D21C5/00,2447
D21C7/00,782
D21C9/00,942
D21D1/00,222
D21D5/00,368
D21D99/00,16
D21F1/00,1004
D21F11/00,1820
D21F13/00,457
D21F2/00,99
D21F3/00,376
D21F5/00,747
D21F7/00,1060
D21F9/00,572
D21G1/00,805
D21G3/00,310
D21G5/00,31
D21G7/00,184
D21G9/00,933
D21H11/00,1043
D21H13/00,219
D21H15/00,90
D21H17/00,768
D21H17/71,25
D21H17/72,27
D21H17/73,2
D21H17/74,21
D21H19/00,517
D21H21/00,221
D21H23/00,66
D21H25/00,248
D21H27/00,3300
D21J1/00,317
D21J3/00,1363
D21J5/00,651
D21J7/00,169
E01B1/00,2440
E01B11/00,120
E01B13/00,47
E01B15/00,7
E01B17/00,33
E01B19/00,2555
E01B2/00,1804
E01B21/00,120
E01B23/00,221
E01B25/00,261
E01B26/00,167
E01B27/00,179
E01B29/00,1801
E01B3/00,226
E01B31/00,160
E01B33/00,117
E01B35/00,1050
E01B37/00,472
E01B5/00,80
E01B7/00,407
E01B9/00,172
E01C1/00,2251
E01C11/00,1342
E01C13/00,589
E01C15/00,2914
E01C17/00,530
E01C19/00,381
E01C21/00,552
E01C23/00,511
E01C3/00,2952
E01C5/00,1074
E01C7/00,278
E01C9/00,1824
E01D1/00,1809
E01D101/00,60
E01D11/00,138
E01D12/00,321
E01D15/00,189
E01D18/00,838
E01D19/00,9169
E01D2/00,1047
E01D21/00,26759
E01D22/00,5926
E01D24/00,455
E01D4/00,1806
E01D6/00,568
E01F1/00,468
E01F11/00,498
E01F13/00,1879
E01F15/00,1629
E01F3/00,581
E01F5/00,2371
E01F7/00,163
E01F8/00,3919
E01F9/00,684
E01H1/00,3773
E01H10/00,994
E01H11/00,60
E01H12/00,265
E01H13/00,217
E01H15/00,246
E01H3/00,136
E01H4/00,21
E01H5/00,252
E01H6/00,115
E01H8/00,182
E02B1/00,2784
E02B11/00,1839
E02B13/00,1627
E02B15/00,181
E02B17/00,2585
E02B3/00,1304
E02B5/00,1006
E02B7/00,1021
E02B8/00,910
E02B9/00,1820
E02C1/00,538
E02C3/00,82
E02C5/00,408
E02D1/00,2869
E02D11/00,484
E02D13/00,1019
E02D15/00,1805
E02D17/00,332
E02D19/00,259
E02D23/00,956
E02D25/00,50
E02D27/00,1479
E02D29/00,468
E02D3/00,4643
E02D31/00,2222
E02D33/00,9636
E02D35/00,946
E02D37/00,1149
E02D5/00,127
E02D7/00,1351
E02D9/00,805
E02F1/00,70
E02F3/00,113
E02F5/00,493
E02F7/00,466
E02F9/00,4155
E03B1/00,1033
E03B11/00,3597
E03B3/00,393
E03B5/00,2416
E03B7/00,910
E03B9/00,266
E03C1/00,458
E03D1/00,2302
E03D11/00,565
E03D13/00,2184
E03D3/00,284
E03D5/00,1112
E03D7/00,896
E03D9/00,5206
E03F1/00,7190
E03F11/00,478
E03F3/00,269
E03F5/00,2777
E03F7/00,1780
E03F9/00,2655
E04B1/00,6724
E04B2/00,15423
E04B5/00,854
E04B7/00,1734
E04B9/00,4176
E04C1/00,8193
E04C2/00,300
E04C3/00,627
E04C5/00,1011
E04D1/00,361
E04D11/00,665
E04D12/00,383
E04D13/00,3410
E04D15/00,291
E04D3/00,169
E04D5/00,141
E04D7/00,224
E04D9/00,37
E04F10/00,1630
E04F11/00,435
E04F13/00,2717
E04F15/00,1443
E04F17/00,765
E04F19/00,705
E04F21/00,3041
E04G1/00,254
E04G1/16,11
E04G1/26,23
E04G11/00,127
E04G13/00,2382
E04G15/00,799
E04G17/00,6302
E04G19/00,1587
E04G21/00,9398
E04G23/00,2353
E04G25/00,1124
E04G27/00,827
E04G3/00,597
E04G3/02,13
E04G3/04,31
E04G3/06,19
E04G3/08,17
E04G3/10,146
E04G3/12,1
E04G3/14,36
E04G3/16,40
E04G5/00,6132
E04G7/00,190
E04G9/00,543
E04H1/00,1134
E04H12/00,6370
E04H13/00,1244
E04H14/00,929
E04H15/00,1619
E04H17/00,3811
E04H3/00,624
E04H4/00,989
E04H5/00,409
E04H6/00,3752
E04H7/00,304
E04H9/00,285
E05B1/00,7348
E05B11/00,57
E05B13/00,717
E05B15/00,20737
E05B17/00,4629
E05B19/00,4754
E05B21/00,97
E05B23/00,223
E05B25/00,91
E05B27/00,2037
E05B29/00,721
E05B3/00,7085
E05B31/00,352
E05B33/00,28
E05B35/00,1530
E05B37/00,770
E05B39/00,381
E05B41/00,687
E05B43/00,324
E05B45/00,371
E05B47/00,18740
E05B49/00,11102
E05B5/00,748
E05B51/00,456
E05B53/00,579
E05B55/00,308
E05B57/00,40
E05B59/00,311
E05B61/00,25
E05B63/00,2214
E05B65/00,6627
E05B67/00,1903
E05B69/00,58
E05B7/00,124
E05B71/00,3334
E05B73/00,1355
E05B75/00,532
E05B9/00,3058
E05C1/00,190
E05C17/00,263
E05C19/00,2747
E05C21/00,198
E05C3/00,79
E05C5/00,67
E05C7/00,158
E05C9/00,576
E05D1/00,194
E05D11/00,2925
E05D13/00,9905
E05D15/00,197
E05D3/00,73
E05D5/00,709
E05D7/00,1834
E05D9/00,666
E05F1/00,906
E05F11/00,146
E05F13/00,81
E05F15/00,1980
E05F17/00,1117
E05F3/00,405
E05F5/00,603
E05F7/00,257
E05F9/00,25
E05G1/00,1926
E05G5/00,80
E05G7/00,297
E06B1/00,157
E06B11/00,132
E06B3/00,1621
E06B5/00,4867
E06B7/00,539
E06B9/00,795
E06C1/00,97
E06C5/00,137
E06C7/00,3325
E06C9/00,125
E21B1/00,611
E21B10/00,1680
E21B11/00,252
E21B12/00,1800
E21B15/00,9179
E21B17/00,7624
E21B19/00,2166
E21B21/00,4463
E21B23/00,2698
E21B25/00,1892
E21B27/00,730
E21B28/00,944
E21B29/00,1099
E21B3/00,1739
E21B31/00,931
E21B33/00,160
E21B34/00,552
E21B35/00,145
E21B36/00,1153
E21B37/00,2414
E21B4/00,771
E21B40/00,61
E21B41/00,2789
E21B43/00,13480
E21B44/00,3432
E21B45/00,172
E21B47/00,13380
E21B49/00,9079
E21B6/00,445
E21B7/00,5014
E21C25/00,252
E21C27/00,80
E21C29/00,143
E21C31/00,137
E21C33/00,36
E21C35/00,1922
E21C37/00,231
E21C39/00,209
E21C41/00,117
E21C45/00,145
E21C47/00,454
E21C49/00,6
E21C50/00,483
E21C51/00,17
E21D1/00,167
E21D11/00,3886
E21D13/00,147
E21D15/00,425
E21D17/00,479
E21D19/00,726
E21D20/00,5820
E21D21/00,6157
E21D23/00,672
E21D3/00,50
E21D5/00,116
E21D7/00,489
E21D8/00,94
E21D9/00,5242
E21F1/00,3678
E21F11/00,4480
E21F13/00,2828
E21F15/00,2878
E21F16/00,2538
E21F17/00,3158
E21F3/00,1449
E21F5/00,2532
E21F7/00,5908
E21F9/00,68
F01B1/00,411
F01B11/00,72
F01B13/00,12
F01B15/00,19
F01B17/00,6
F01B19/00,8
F01B21/00,35
F01B23/00,93
F01B25/00,76
F01B27/00,7
F01B29/00,45
F01B3/00,117
F01B31/00,193
F01B5/00,8
F01B7/00,7
F01B9/00,42
F01C1/00,165
F01C11/00,156
F01C13/00,480
F01C17/00,15
F01C19/00,174
F01C20/00,60
F01C21/00,258
F01C21/12,10
F01C21/14,4
F01C21/16,10
F01C3/00,15
F01C5/00,1
F01C7/00,14
F01C9/00,202
F01D1/00,148
F01D11/00,2006
F01D13/00,138
F01D15/00,235
F01D17/00,621
F01D19/00,488
F01D21/00,1513
F01D23/00,3
F01D25/00,2379
F01D3/00,20
F01D5/00,372
F01D7/00,100
F01D9/00,293
F01K1/00,17
F01K11/00,542
F01K13/00,1574
F01K15/00,81
F01K17/00,322
F01K19/00,261
F01K21/00,325
F01K23/00,161
F01K25/00,615
F01K27/00,2274
F01K3/00,138
F01K5/00,2
F01K7/00,176
F01K9/00,307
F01L1/00,100
F01L11/00,2
F01L13/00,2669
F01L15/00,9
F01L17/00,2
F01L21/00,4
F01L23/00,11
F01L25/00,3
F01L3/00,255
F01L31/00,18
F01L5/00,26
F01L7/00,89
F01L9/00,57
F01M1/00,117
F01M11/00,2468
F01M13/00,1410
F01M3/00,66
F01M5/00,2169
F01M7/00,11
F01M9/00,131
F01N1/00,911
F01N11/00,3907
F01N13/00,5011
F01N3/00,831
F01N5/00,101
F01N7/00,239
F01N7/02,40
F01N7/04,26
F01N7/06,8
F01N7/08,804
F01N7/10,166
F01N7/12,27
F01N7/14,179
F01N7/16,81
F01N7/18,259
F01N7/20,3
F01N9/00,4042
F01N99/00,20
F01P1/00,537
F01P11/00,5561
F01P3/00,550
F01P5/00,41
F01P7/00,95
F01P9/00,78
F02B1/00,24
F02B11/00,93
F02B13/00,14
F02B15/00,51
F02B17/00,160
F02B19/00,102
F02B21/00,93
F02B23/00,652
F02B25/00,133
F02B27/00,107
F02B29/00,180
F02B3/00,41
F02B31/00,234
F02B33/00,264
F02B35/00,19
F02B37/00,2828
F02B39/00,2353
F02B41/00,299
F02B43/00,415
F02B45/00,22
F02B47/00,36
F02B49/00,9
F02B5/00,34
F02B51/00,37
F02B53/00,934
F02B55/00,171
F02B57/00,90
F02B59/00,59
F02B61/00,165
F02B63/00,169
F02B65/00,160
F02B67/00,495
F02B69/00,22
F02B7/00,22
F02B71/00,140
F02B73/00,175
F02B75/00,398
F02B77/00,2980
F02B79/00,77
F02B9/00,7
F02C1/00,142
F02C3/00,257
F02C5/00,30
F02C6/00,1808
F02C7/00,1475
F02C9/00,971
F02D1/00,100
F02D11/00,131
F02D13/00,272
F02D15/00,287
F02D17/00,424
F02D19/00,46
F02D21/00,17
F02D23/00,1088
F02D25/00,66
F02D27/00,9
F02D28/00,177
F02D29/00,1001
F02D3/00,5
F02D31/00,385
F02D33/00,278
F02D35/00,464
F02D37/00,25
F02D39/00,14
F02D41/00,4609
F02D43/00,2580
F02D45/00,3432
F02D7/00,24
F02D9/00,274
F02F1/00,2143
F02F11/00,2937
F02F3/00,3097
F02F5/00,1861
F02F7/00,4422
F02G1/00,88
F02G3/00,74
F02G5/00,922
F02K1/00,256
F02K11/00,14
F02K3/00,202
F02K5/00,74
F02K7/00,177
F02K9/00,104
F02K99/00,11
F02M1/00,37
F02M11/00,31
F02M13/00,14
F02M15/00,25
F02M17/00,63
F02M19/00,472
F02M21/00,76
F02M23/00,115
F02M25/00,464
F02M27/00,468
F02M29/00,136
F02M3/00,39
F02M31/00,32
F02M33/00,132
F02M35/00,139
F02M37/00,4877
F02M39/00,122
F02M41/00,75
F02M43/00,270
F02M45/00,38
F02M47/00,231
F02M49/00,7
F02M5/00,30
F02M51/00,623
F02M53/00,49
F02M55/00,734
F02M57/00,131
F02M59/00,95
F02M61/00,64
F02M63/00,1439
F02M65/00,1533
F02M67/00,22
F02M69/00,177
F02M7/00,67
F02M71/00,11
F02M9/00,33
F02M99/00,2
F02N1/00,183
F02N11/00,1922
F02N13/00,3
F02N15/00,551
F02N17/00,64
F02N17/02,120
F02N17/04,253
F02N17/047,5
F02N17/053,7
F02N17/06,151
F02N17/08,66
F02N19/00,190
F02N3/00,53
F02N5/00,28
F02N7/00,176
F02N9/00,20
F02N99/00,36
F02P1/00,149
F02P11/00,159
F02P13/00,492
F02P15/00,326
F02P17/00,330
F02P19/00,27
F02P21/00,11
F02P23/00,79
F02P3/00,194
F02P5/00,107
F02P7/00,56
F02P9/00,511
F03B1/00,1002
F03B11/00,4754
F03B13/00,9158
F03B15/00,1780
F03B17/00,161
F03B3/00,982
F03B5/00,85
F03B7/00,285
F03B9/00,272
F03C1/00,239
F03C2/00,378
F03C4/00,94
F03C5/00,16
F03C7/00,6
F03C99/00,9
F03D1/00,1811
F03D11/00,7755
F03D3/00,2293
F03D5/00,583
F03D7/00,4593
F03D9/00,11008
F03G1/00,566
F03G3/00,1760
F03G4/00,501
F03G5/00,1055
F03G6/00,719
F03G7/00,2281
F03H1/00,800
F03H3/00,20
F03H5/00,44
F03H99/00,72
F04B1/00,298
F04B11/00,360
F04B13/00,1456
F04B15/00,356
F04B17/00,1155
F04B19/00,397
F04B23/00,176
F04B25/00,560
F04B27/00,335
F04B3/00,129
F04B31/00,97
F04B33/00,2090
F04B35/00,868
F04B37/00,56
F04B39/00,18968
F04B41/00,174
F04B43/00,381
F04B45/00,191
F04B47/00,2386
F04B49/00,2141
F04B5/00,30
F04B51/00,5509
F04B53/00,13277
F04B7/00,193
F04B9/00,113
F04C11/00,1462
F04C13/00,774
F04C14/00,365
F04C15/00,7059
F04C15/02,27
F04C15/04,31
F04C18/00,406
F04C19/00,737
F04C2/00,207
F04C21/00,206
F04C23/00,2841
F04C25/00,98
F04C27/00,1908
F04C28/00,1000
F04C29/00,13655
F04C29/08,104
F04C29/10,203
F04C3/00,28
F04C5/00,332
F04C7/00,24
F04C9/00,146
F04D1/00,1935
F04D11/00,117
F04D13/00,121
F04D15/00,6516
F04D17/00,74
F04D19/00,1344
F04D21/00,59
F04D23/00,231
F04D25/00,129
F04D27/00,16691
F04D29/00,21913
F04D3/00,589
F04D31/00,205
F04D33/00,220
F04D35/00,102
F04D5/00,356
F04D7/00,762
F04D9/00,422
F04F1/00,247
F04F10/00,731
F04F11/00,32
F04F11/02,11
F04F13/00,87
F04F3/00,396
F04F5/00,224
F04F7/00,48
F04F9/00,112
F04F99/00,19
F15B1/00,99
F15B11/00,2008
F15B13/00,405
F15B15/00,664
F15B17/00,3
F15B18/00,23
F15B19/00,5130
F15B20/00,2781
F15B21/00,3361
F15B3/00,2042
F15B5/00,115
F15B7/00,141
F15B9/00,87
F15C1/00,21
F15C3/00,63
F15C4/00,14
F15C5/00,50
F15C7/00,2
F15D1/00,613
F16B1/00,3051
F16B11/00,6483
F16B12/00,1180
F16B13/00,425
F16B15/00,963
F16B17/00,683
F16B19/00,508
F16B2/00,482
F16B21/00,428
F16B23/00,2617
F16B25/00,590
F16B27/00,99
F16B29/00,74
F16B3/00,343
F16B31/00,180
F16B33/00,1201
F16B35/00,6160
F16B37/00,7017
F16B39/00,358
F16B4/00,479
F16B41/00,6011
F16B43/00,3366
F16B45/00,1395
F16B47/00,2797
F16B5/00,3479
F16B7/00,2362
F16B9/00,137
F16C1/00,124
F16C11/00,568
F16C13/00,2089
F16C15/00,9
F16C17/00,499
F16C19/00,361
F16C21/00,156
F16C23/00,75
F16C25/00,25
F16C27/00,342
F16C29/00,735
F16C3/00,99
F16C31/00,33
F16C32/00,387
F16C33/00,591
F16C35/00,4017
F16C37/00,2942
F16C39/00,20
F16C41/00,1880
F16C43/00,285
F16C5/00,268
F16C7/00,352
F16C9/00,275
F16D1/00,310
F16D11/00,469
F16D121/00,15
F16D123/00,373
F16D125/00,23
F16D127/00,56
F16D13/00,114
F16D131/00,79
F16D15/00,210
F16D17/00,4
F16D19/00,41
F16D21/00,151
F16D23/00,323
F16D25/00,209
F16D27/00,355
F16D28/00,438
F16D29/00,108
F16D3/00,274
F16D31/00,34
F16D33/00,80
F16D35/00,475
F16D37/00,86
F16D39/00,13
F16D41/00,509
F16D43/00,76
F16D45/00,102
F16D47/00,80
F16D48/00,465
F16D49/00,427
F16D5/00,12
F16D51/00,139
F16D53/00,30
F16D55/00,334
F16D57/00,657
F16D59/00,305
F16D61/00,80
F16D63/00,967
F16D65/00,1549
F16D65/20,425
F16D65/21,206
F16D65/24,66
F16D65/27,160
F16D65/30,29
F16D65/32,82
F16D65/34,92
F16D65/35,8
F16D65/36,10
F16D66/00,884
F16D67/00,124
F16D69/00,1736
F16D7/00,282
F16D71/00,257
F16D9/00,150
F16F1/00,368
F16F11/00,58
F16F13/00,3247
F16F15/00,784
F16F3/00,340
F16F5/00,138
F16F6/00,1460
F16F7/00,4021
F16F9/00,266
F16G1/00,152
F16G11/00,1064
F16G13/00,299
F16G15/00,830
F16G17/00,10
F16G3/00,107
F16G5/00,132
F16G9/00,141
F16H1/00,249
F16H13/00,50
F16H15/00,56
F16H19/00,148
F16H21/00,217
F16H23/00,48
F16H25/00,94
F16H27/00,109
F16H29/00,92
F16H3/00,567
F16H31/00,93
F16H33/00,107
F16H35/00,758
F16H37/00,1384
F16H39/00,100
F16H41/00,207
F16H43/00,64
F16H45/00,81
F16H47/00,648
F16H48/00,225
F16H48/02,8
F16H48/04,8
F16H49/00,1694
F16H51/00,31
F16H53/00,351
F16H55/00,156
F16H57/00,4486
F16H59/00,442
F16H61/00,2818
F16H63/00,122
F16H7/00,218
F16H9/00,102
F16J1/00,937
F16J10/00,295
F16J12/00,1548
F16J13/00,475
F16J15/00,3563
F16J3/00,20
F16J7/00,694
F16J9/00,868
F16K1/00,15066
F16K11/00,3039
F16K13/00,1259
F16K15/00,1581
F16K17/00,2444
F16K21/00,202
F16K23/00,110
F16K24/00,377
F16K25/00,1053
F16K27/00,15234
F16K29/00,95
F16K3/00,957
F16K31/00,1487
F16K33/00,309
F16K35/00,2810
F16K37/00,17228
F16K39/00,56
F16K41/00,827
F16K43/00,590
F16K47/00,779
F16K49/00,3585
F16K5/00,706
F16K51/00,9176
F16K7/00,232
F16K99/00,724
F16L1/00,383
F16L101/00,31
F16L11/00,1509
F16L13/00,329
F16L15/00,2432
F16L17/00,144
F16L19/00,1081
F16L21/00,2368
F16L23/00,1161
F16L25/00,980
F16L27/00,530
F16L29/00,1354
F16L3/00,3084
F16L31/00,224
F16L33/00,1702
F16L35/00,228
F16L37/00,689
F16L39/00,682
F16L41/00,696
F16L43/00,4136
F16L45/00,361
F16L47/00,742
F16L49/00,78
F16L5/00,1479
F16L51/00,2162
F16L53/00,1916
F16L55/00,3445
F16L57/00,3840
F16L58/00,1497
F16L59/00,339
F16L7/00,270
F16L9/00,1648
F16M1/00,1581
F16M11/00,3401
F16M13/00,1512
F16M3/00,3791
F16M5/00,3294
F16M7/00,4404
F16M9/00,377
F16N1/00,4577
F16N11/00,1271
F16N13/00,630
F16N15/00,252
F16N17/00,17
F16N19/00,1225
F16N21/00,1741
F16N23/00,2672
F16N25/00,802
F16N27/00,540
F16N29/00,1182
F16N3/00,39
F16N31/00,596
F16N33/00,272
F16N35/00,12
F16N37/00,510
F16N39/00,406
F16N5/00,96
F16N7/00,1051
F16N9/00,185
F16N99/00,7
F16P1/00,421
F16P3/00,334
F16P5/00,22
F16P7/00,143
F16S1/00,956
F16S3/00,3513
F16S5/00,1335
F16T1/00,732
F17B1/00,204
F17C1/00,3441
F17C11/00,686
F17C13/00,10533
F17C3/00,390
F17C5/00,1187
F17C6/00,350
F17C7/00,1256
F17C9/00,196
F17D1/00,701
F17D3/00,259
F17D5/00,5305
F21H1/00,69
F21H3/00,6
F21H5/00,7
F21H7/00,1
F21K2/00,560
F21K5/00,237
F21K7/00,370
F21K99/00,676
F21L13/00,447
F21L14/00,208
F21L17/00,45
F21L19/00,330
F21L2/00,1675
F21L21/00,8
F21L23/00,37
F21L26/00,6
F21L27/00,85
F21L4/00,11557
F21S10/00,2849
F21S11/00,1677
F21S13/00,52
F21S15/00,48
F21S19/00,672
F21S2/00,40985
F21S4/00,7049
F21S6/00,16918
F21S8/00,63932
F21S9/00,1553
F21V1/00,1711
F21V11/00,830
F21V13/00,3795
F21V14/00,4322
F21V15/00,4907
F21V17/00,12653
F21V19/00,75357
F21V21/00,17528
F21V23/00,77767
F21V25/00,2622
F21V27/00,2237
F21V29/00,31229
F21V3/00,9417
F21V31/00,32069
F21V33/00,78453
F21V35/00,1615
F21V36/00,99
F21V37/00,157
F21V5/00,6841
F21V7/00,10937
F21V8/00,16269
F21V9/00,1227
F21V99/00,27
F21W101/00,181
F21W111/00,1671
F21W121/00,3756
F21W131/00,625
F21Y101/00,567
F21Y103/00,1938
F21Y105/00,955
F21Y111/00,72
F21Y113/00,624
F22B1/00,2557
F22B11/00,65
F22B13/00,82
F22B15/00,179
F22B17/00,44
F22B19/00,27
F22B21/00,127
F22B23/00,10
F22B25/00,7
F22B27/00,77
F22B29/00,11
F22B3/00,134
F22B31/00,2167
F22B33/00,749
F22B35/00,2751
F22B37/00,2342
F22B5/00,170
F22B7/00,50
F22B9/00,85
F22D1/00,2109
F22D11/00,484
F22D3/00,21
F22D5/00,332
F22D7/00,41
F22G1/00,455
F22G3/00,785
F22G5/00,130
F22G7/00,308
F23B1/00,160
F23B1/02,46
F23B1/04,9
F23B1/06,6
F23B1/08,6
F23B1/10,1
F23B1/12,63
F23B1/14,301
F23B1/16,74
F23B1/18,7
F23B1/20,10
F23B1/22,54
F23B1/24,25
F23B1/28,8
F23B1/30,110
F23B1/32,9
F23B1/34,9
F23B1/36,42
F23B1/38,12
F23B10/00,438
F23B101/00,76
F23B103/00,3
F23B20/00,71
F23B3/00,7
F23B30/00,276
F23B40/00,1548
F23B5/00,75
F23B5/02,20
F23B5/04,39
F23B50/00,91
F23B60/00,418
F23B7/00,165
F23B70/00,195
F23B80/00,315
F23B90/00,200
F23B99/00,31
F23C1/00,256
F23C10/00,977
F23C101/00,65
F23C11/00,155
F23C11/04,18
F23C13/00,179
F23C15/00,47
F23C3/00,552
F23C5/00,279
F23C6/00,115
F23C7/00,1781
F23C9/00,572
F23C99/00,262
F23D1/00,2023
F23D11/00,1340
F23D14/00,2475
F23D17/00,990
F23D21/00,97
F23D23/00,186
F23D3/00,41
F23D5/00,164
F23D7/00,10
F23D9/00,7
F23D99/00,70
F23G1/00,1129
F23G5/00,2737
F23G7/00,4634
F23H1/00,57
F23H11/00,286
F23H13/00,199
F23H15/00,128
F23H17/00,248
F23H3/00,59
F23H5/00,97
F23H7/00,61
F23H9/00,220
F23J1/00,2688
F23J11/00,2227
F23J13/00,1998
F23J15/00,4716
F23J3/00,2263
F23J7/00,322
